id,label,parent,value
715535009,null,,1
267811000_5,null,279425004_5,1
402774006_6,null,267811000_5,1
254231002_22,null,402774006_6,1
403795009_27,null,254231002_22,1
715535009,null,,1
897441009_4,null,238714008_4,1
65033000_17,null,897441009_4,1
254231002_23,null,65033000_17,1
403795009_28,null,254231002_23,1
715535009,null,,1
111474003_3,null,128598002_2,4
38164009_5,null,111474003_3,4
199879009_9,null,38164009_5,4
774102003,null,,3
65033000_18,null,199879009_9,1
254231002_24,null,65033000_18,1
403795009_29,null,254231002_24,1
715535009,null,,1
363185004_3,null,128598002_2,4
774102003,null,,3
239066003_30,null,363185004_3,1
715535009,null,,1
403795009_30,null,363185004_3,1
715535009,null,,1
129154003_3,null,362965005_1,3
414823004_3,null,129154003_3,3
93143009_5,null,414823004_3,1
352411000119109,null,,1
443495005_3,null,414823004_3,3
127232002_4,null,443495005_3,3
127274007_4,null,127232002_4,1
93197009_10,null,127274007_4,1
352791000119108_13,null,93197009_10,1
351211000119104_16,null,352791000119108_13,1
116841000119105,null,,1
127220001_7,null,127232002_4,3
1255807003_10,null,127220001_7,1
1255806007_28,null,1255807003_10,1
1255750004,null,,1
1255751000_13,null,1255807003_10,1
1255750004,null,,1
93197009_11,null,127220001_7,1
352791000119108_14,null,93197009_11,1
351211000119104_17,null,352791000119108_14,1
116841000119105,null,,1
93191005_18,null,127220001_7,1
350951000119101_21,null,93191005_18,1
352411000119109,null,,1
127235000_10,null,127232002_4,1
1255806007_29,null,127235000_10,1
1255750004,null,,1
49483002_5,null,362965005_1,39
56265001_9,null,49483002_5,39
40172005_9,null,56265001_9,12
101281000119107,null,,1
64715009_10,null,40172005_9,3
86234004_29,null,64715009_10,2
199007008_70,null,86234004_29,1
10757401000119104,null,,1
194781004,null,,1
8501000119104_80,null,86234004_29,1
10757401000119104,null,,1
79355007_15,null,64715009_10,2
199006004_42,null,79355007_15,2
10759031000119106_44,null,199006004_42,1
199007008_71,null,199006004_42,1
10757401000119104,null,,1
10757441000119102_42,null,199006004_42,1
10757401000119104,null,,1
871640001,null,,1
74249003,null,,1
16891191000119108,null,,2
472315005,null,,1
17531000119105_96,null,40172005_9,3
846683001,null,,1
896689003_96,null,17531000119105_96,2
896691006_278,null,896689003_96,2
44821000087100,null,,1
44851000087107,null,,1
15713081000119108_183,null,17531000119105_96,2
896691006_279,null,15713081000119108_183,2
44821000087100,null,,1
44851000087107,null,,1
274121004_18,null,56265001_9,2
199006004_43,null,274121004_18,2
10759031000119106_45,null,199006004_43,1
199007008_72,null,199006004_43,1
10757401000119104,null,,1
10757441000119102_43,null,199006004_43,1
10757401000119104,null,,1
128403000_12,null,56265001_9,1
128562005_16,null,128403000_12,1
64043005_48,null,128562005_16,1
233867000,null,,1
22653005_33,null,128403000_12,1
64043005_49,null,22653005_33,1
233867000,null,,1
128599005_9,null,56265001_9,28
29889000_23,null,128599005_9,1
5919001_31,null,29889000_23,1
457622003,null,,1
896818001_25,null,128599005_9,2
53741008_34,null,896818001_25,2
16891191000119108,null,,2
13213009_25,null,128599005_9,4
70320004_35,null,13213009_25,3
75372006_70,null,70320004_35,1
448844001,null,,1
4374004_70,null,70320004_35,2
448073002_236,null,4374004_70,2
253393005,null,,1
15964981000119104_25,null,13213009_25,3
773139006_41,null,15964981000119104_25,3
871668002_67,null,773139006_41,3
448073002_237,null,871668002_67,2
253393005,null,,1
715535009,null,,1
204394002_35,null,13213009_25,3
448073002_238,null,204394002_35,2
253393005,null,,1
715535009,null,,1
414545008_23,null,128599005_9,15
414795007_41,null,414545008_23,2
697976003,null,,1
428196007,null,,1
413439005_34,null,414545008_23,10
57054005_88,null,413439005_34,10
401303003_88,null,57054005_88,4
285981000119103,null,,1
15713081000119108_184,null,401303003_88,2
896691006_280,null,15713081000119108_184,2
44821000087100,null,,1
44851000087107,null,,1
703213009_227,null,401303003_88,1
703253007,null,,1
307140009_142,null,57054005_88,2
233834004_281,null,307140009_142,1
233828006,null,,1
233830008,null,,1
58612006_88,null,57054005_88,2
233834004_282,null,58612006_88,1
233828006,null,,1
70211005_227,null,58612006_88,1
233828006,null,,1
65547006_140,null,58612006_88,1
836295007,null,,1
401314000,null,,1
836293000_140,null,57054005_88,1
703252002,null,,1
17531000119105_97,null,57054005_88,3
846683001,null,,1
896689003_97,null,17531000119105_97,2
896691006_281,null,896689003_97,2
44821000087100,null,,1
44851000087107,null,,1
15713081000119108_185,null,17531000119105_97,2
896691006_282,null,15713081000119108_185,2
44821000087100,null,,1
44851000087107,null,,1
54329005_140,null,57054005_88,2
703252002,null,,1
70211005_228,null,54329005_140,1
233828006,null,,1
73795002_140,null,57054005_88,2
233830008,null,,1
703213009_228,null,73795002_140,1
703253007,null,,1
703251009_140,null,73795002_140,1
703253007,null,,1
22298006_55,null,414545008_23,14
314207007_55,null,22298006_55,2
307140009_143,null,314207007_55,2
233834004_283,null,307140009_143,1
233828006,null,,1
233830008,null,,1
57054005_89,null,22298006_55,10
401303003_89,null,57054005_89,4
285981000119103,null,,1
15713081000119108_186,null,401303003_89,2
896691006_283,null,15713081000119108_186,2
44821000087100,null,,1
44851000087107,null,,1
703213009_229,null,401303003_89,1
703253007,null,,1
307140009_144,null,57054005_89,2
233834004_284,null,307140009_144,1
233828006,null,,1
233830008,null,,1
58612006_89,null,57054005_89,2
233834004_285,null,58612006_89,1
233828006,null,,1
70211005_229,null,58612006_89,1
233828006,null,,1
65547006_141,null,58612006_89,1
836295007,null,,1
401314000,null,,1
836293000_141,null,57054005_89,1
703252002,null,,1
17531000119105_98,null,57054005_89,3
846683001,null,,1
896689003_98,null,17531000119105_98,2
896691006_284,null,896689003_98,2
44821000087100,null,,1
44851000087107,null,,1
15713081000119108_187,null,17531000119105_98,2
896691006_285,null,15713081000119108_187,2
44821000087100,null,,1
44851000087107,null,,1
54329005_141,null,57054005_89,2
703252002,null,,1
70211005_230,null,54329005_141,1
233828006,null,,1
73795002_141,null,57054005_89,2
233830008,null,,1
703213009_230,null,73795002_141,1
703253007,null,,1
703251009_141,null,73795002_141,1
703253007,null,,1
428196007,null,,1
1755008_55,null,22298006_55,3
233840006_107,null,1755008_55,1
233842003,null,,1
233841005_55,null,1755008_55,2
35431000087103,null,,1
35421000087100,null,,1
399617002_12,null,128599005_9,4
50920009_22,null,399617002_12,4
79096004_22,null,50920009_22,1
88782004,null,,1
871640001,null,,1
46701001_34,null,50920009_22,1
194942007,null,,1
22653005_34,null,50920009_22,1
64043005_50,null,22653005_34,1
233867000,null,,1
301122000_19,null,128599005_9,17
414795007_42,null,301122000_19,2
697976003,null,,1
428196007,null,,1
251061000_33,null,301122000_19,14
22298006_56,null,251061000_33,14
314207007_56,null,22298006_56,2
307140009_145,null,314207007_56,2
233834004_286,null,307140009_145,1
233828006,null,,1
233830008,null,,1
57054005_90,null,22298006_56,10
401303003_90,null,57054005_90,4
285981000119103,null,,1
15713081000119108_188,null,401303003_90,2
896691006_286,null,15713081000119108_188,2
44821000087100,null,,1
44851000087107,null,,1
703213009_231,null,401303003_90,1
703253007,null,,1
307140009_146,null,57054005_90,2
233834004_287,null,307140009_146,1
233828006,null,,1
233830008,null,,1
58612006_90,null,57054005_90,2
233834004_288,null,58612006_90,1
233828006,null,,1
70211005_231,null,58612006_90,1
233828006,null,,1
65547006_142,null,58612006_90,1
836295007,null,,1
401314000,null,,1
836293000_142,null,57054005_90,1
703252002,null,,1
17531000119105_99,null,57054005_90,3
846683001,null,,1
896689003_99,null,17531000119105_99,2
896691006_287,null,896689003_99,2
44821000087100,null,,1
44851000087107,null,,1
15713081000119108_189,null,17531000119105_99,2
896691006_288,null,15713081000119108_189,2
44821000087100,null,,1
44851000087107,null,,1
54329005_142,null,57054005_90,2
703252002,null,,1
70211005_232,null,54329005_142,1
233828006,null,,1
73795002_142,null,57054005_90,2
233830008,null,,1
703213009_232,null,73795002_142,1
703253007,null,,1
703251009_142,null,73795002_142,1
703253007,null,,1
428196007,null,,1
1755008_56,null,22298006_56,3
233840006_108,null,1755008_56,1
233842003,null,,1
233841005_56,null,1755008_56,2
35431000087103,null,,1
35421000087100,null,,1
253393005,null,,1
457622003,null,,1
399020009_19,null,128599005_9,1
20529002_19,null,399020009_19,1
699668009_37,null,20529002_19,1
74249003,null,,1
111000119104_19,null,399020009_19,1
699668009_38,null,111000119104_19,1
74249003,null,,1
896894000_17,null,128599005_9,14
253516002_27,null,896894000_17,6
897162000_45,null,253516002_27,4
253390008_67,null,897162000_45,4
448073002_239,null,253390008_67,2
253393005,null,,1
457622003,null,,1
871668002_68,null,253516002_27,3
448073002_240,null,871668002_68,2
253393005,null,,1
715535009,null,,1
836293000_143,null,253516002_27,1
703252002,null,,1
253528005_75,null,253516002_27,1
715535009,null,,1
253535002_27,null,896894000_17,8
233834004_289,null,253535002_27,1
233828006,null,,1
897159003_45,null,253535002_27,1
253410006_67,null,897159003_45,1
448844001,null,,1
233840006_109,null,253535002_27,1
233842003,null,,1
65547006_143,null,253535002_27,1
836295007,null,,1
54329005_143,null,253535002_27,2
703252002,null,,1
70211005_233,null,54329005_143,1
233828006,null,,1
35421000087100,null,,1
73795002_143,null,253535002_27,2
233830008,null,,1
703213009_233,null,73795002_143,1
703253007,null,,1
703251009_143,null,73795002_143,1
703253007,null,,1
773139006_42,null,896894000_17,3
871668002_69,null,773139006_42,3
448073002_241,null,871668002_69,2
253393005,null,,1
715535009,null,,1
897406005_27,null,896894000_17,9
233834004_290,null,897406005_27,1
233828006,null,,1
233840006_110,null,897406005_27,1
233842003,null,,1
836293000_144,null,897406005_27,1
703252002,null,,1
253528005_76,null,897406005_27,1
715535009,null,,1
65547006_144,null,897406005_27,1
836295007,null,,1
54329005_144,null,897406005_27,2
703252002,null,,1
70211005_234,null,54329005_144,1
233828006,null,,1
35421000087100,null,,1
73795002_144,null,897406005_27,2
233830008,null,,1
703213009_234,null,73795002_144,1
703253007,null,,1
703251009_144,null,73795002_144,1
703253007,null,,1
301109008_23,null,128599005_9,2
253393005,null,,1
457622003,null,,1
737155005_22,null,128599005_9,3
75372006_71,null,737155005_22,1
448844001,null,,1
4374004_71,null,737155005_22,2
448073002_242,null,4374004_71,2
253393005,null,,1
897161007_19,null,128599005_9,5
897162000_46,null,897161007_19,4
253390008_68,null,897162000_46,4
448073002_243,null,253390008_68,2
253393005,null,,1
457622003,null,,1
897159003_46,null,897161007_19,1
253410006_68,null,897159003_46,1
448844001,null,,1
127337006_12,null,56265001_9,11
413439005_35,null,127337006_12,10
57054005_91,null,413439005_35,10
401303003_91,null,57054005_91,4
285981000119103,null,,1
15713081000119108_190,null,401303003_91,2
896691006_289,null,15713081000119108_190,2
44821000087100,null,,1
44851000087107,null,,1
703213009_235,null,401303003_91,1
703253007,null,,1
307140009_147,null,57054005_91,2
233834004_291,null,307140009_147,1
233828006,null,,1
233830008,null,,1
58612006_91,null,57054005_91,2
233834004_292,null,58612006_91,1
233828006,null,,1
70211005_235,null,58612006_91,1
233828006,null,,1
65547006_145,null,58612006_91,1
836295007,null,,1
401314000,null,,1
836293000_145,null,57054005_91,1
703252002,null,,1
17531000119105_100,null,57054005_91,3
846683001,null,,1
896689003_100,null,17531000119105_100,2
896691006_290,null,896689003_100,2
44821000087100,null,,1
44851000087107,null,,1
15713081000119108_191,null,17531000119105_100,2
896691006_291,null,15713081000119108_191,2
44821000087100,null,,1
44851000087107,null,,1
54329005_145,null,57054005_91,2
703252002,null,,1
70211005_236,null,54329005_145,1
233828006,null,,1
73795002_145,null,57054005_91,2
233830008,null,,1
703213009_236,null,73795002_145,1
703253007,null,,1
703251009_145,null,73795002_145,1
703253007,null,,1
46701001_35,null,127337006_12,1
194942007,null,,1
86175003_15,null,56265001_9,16
29889000_24,null,86175003_15,1
5919001_32,null,29889000_24,1
457622003,null,,1
414545008_24,null,86175003_15,15
414795007_43,null,414545008_24,2
697976003,null,,1
428196007,null,,1
413439005_36,null,414545008_24,10
57054005_92,null,413439005_36,10
401303003_92,null,57054005_92,4
285981000119103,null,,1
15713081000119108_192,null,401303003_92,2
896691006_292,null,15713081000119108_192,2
44821000087100,null,,1
44851000087107,null,,1
703213009_237,null,401303003_92,1
703253007,null,,1
307140009_148,null,57054005_92,2
233834004_293,null,307140009_148,1
233828006,null,,1
233830008,null,,1
58612006_92,null,57054005_92,2
233834004_294,null,58612006_92,1
233828006,null,,1
70211005_237,null,58612006_92,1
233828006,null,,1
65547006_146,null,58612006_92,1
836295007,null,,1
401314000,null,,1
836293000_146,null,57054005_92,1
703252002,null,,1
17531000119105_101,null,57054005_92,3
846683001,null,,1
896689003_101,null,17531000119105_101,2
896691006_293,null,896689003_101,2
44821000087100,null,,1
44851000087107,null,,1
15713081000119108_193,null,17531000119105_101,2
896691006_294,null,15713081000119108_193,2
44821000087100,null,,1
44851000087107,null,,1
54329005_146,null,57054005_92,2
703252002,null,,1
70211005_238,null,54329005_146,1
233828006,null,,1
73795002_146,null,57054005_92,2
233830008,null,,1
703213009_238,null,73795002_146,1
703253007,null,,1
703251009_146,null,73795002_146,1
703253007,null,,1
22298006_57,null,414545008_24,14
314207007_57,null,22298006_57,2
307140009_149,null,314207007_57,2
233834004_295,null,307140009_149,1
233828006,null,,1
233830008,null,,1
57054005_93,null,22298006_57,10
401303003_93,null,57054005_93,4
285981000119103,null,,1
15713081000119108_194,null,401303003_93,2
896691006_295,null,15713081000119108_194,2
44821000087100,null,,1
44851000087107,null,,1
703213009_239,null,401303003_93,1
703253007,null,,1
307140009_150,null,57054005_93,2
233834004_296,null,307140009_150,1
233828006,null,,1
233830008,null,,1
58612006_93,null,57054005_93,2
233834004_297,null,58612006_93,1
233828006,null,,1
70211005_239,null,58612006_93,1
233828006,null,,1
65547006_147,null,58612006_93,1
836295007,null,,1
401314000,null,,1
836293000_147,null,57054005_93,1
703252002,null,,1
17531000119105_102,null,57054005_93,3
846683001,null,,1
896689003_102,null,17531000119105_102,2
896691006_296,null,896689003_102,2
44821000087100,null,,1
44851000087107,null,,1
15713081000119108_195,null,17531000119105_102,2
896691006_297,null,15713081000119108_195,2
44821000087100,null,,1
44851000087107,null,,1
54329005_147,null,57054005_93,2
703252002,null,,1
70211005_240,null,54329005_147,1
233828006,null,,1
73795002_147,null,57054005_93,2
233830008,null,,1
703213009_240,null,73795002_147,1
703253007,null,,1
703251009_147,null,73795002_147,1
703253007,null,,1
428196007,null,,1
1755008_57,null,22298006_57,3
233840006_111,null,1755008_57,1
233842003,null,,1
233841005_57,null,1755008_57,2
35431000087103,null,,1
35421000087100,null,,1
762610001_25,null,86175003_15,1
457622003,null,,1
251061000_34,null,86175003_15,14
22298006_58,null,251061000_34,14
314207007_58,null,22298006_58,2
307140009_151,null,314207007_58,2
233834004_298,null,307140009_151,1
233828006,null,,1
233830008,null,,1
57054005_94,null,22298006_58,10
401303003_94,null,57054005_94,4
285981000119103,null,,1
15713081000119108_196,null,401303003_94,2
896691006_298,null,15713081000119108_196,2
44821000087100,null,,1
44851000087107,null,,1
703213009_241,null,401303003_94,1
703253007,null,,1
307140009_152,null,57054005_94,2
233834004_299,null,307140009_152,1
233828006,null,,1
233830008,null,,1
58612006_94,null,57054005_94,2
233834004_300,null,58612006_94,1
233828006,null,,1
70211005_241,null,58612006_94,1
233828006,null,,1
65547006_148,null,58612006_94,1
836295007,null,,1
401314000,null,,1
836293000_148,null,57054005_94,1
703252002,null,,1
17531000119105_103,null,57054005_94,3
846683001,null,,1
896689003_103,null,17531000119105_103,2
896691006_299,null,896689003_103,2
44821000087100,null,,1
44851000087107,null,,1
15713081000119108_197,null,17531000119105_103,2
896691006_300,null,15713081000119108_197,2
44821000087100,null,,1
44851000087107,null,,1
54329005_148,null,57054005_94,2
703252002,null,,1
70211005_242,null,54329005_148,1
233828006,null,,1
73795002_148,null,57054005_94,2
233830008,null,,1
703213009_242,null,73795002_148,1
703253007,null,,1
703251009_148,null,73795002_148,1
703253007,null,,1
